mainCategory,title,averageRating,ratingNumber,features,description,price,images,videos,store,categories,parent asin,boughtTogether,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,"Amazon.com $5 Gift Cards, Pack of 50 (Amazon Kindle Card Design)",5,3,"Contains 50 Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon Gift Cards are the perfect way to give someone exactly what they're hoping for. Recipients can choose from millions of items storewide. Amazon Gift Cards never expire, so they can buy something immediately or wait for that sale of a lifetime.""",,"{'thumb': 'https://m.media-amazon.com/images/I/5123e5yI76L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/5123e5yI76L.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/919sl0JoylL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/517oRMMPYxL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/517oRMMPYxL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/915Rzbgtx5L. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Card Recipients', 'For Him'",B007EE5VN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Sears Gift Card,4.6,141,"Visit one of our 3,000 participating Kmart and Sears locations.', 'Present the gift card for redemption at most any register. See an associate for details ', 'Redemption Instore and Online', 'No returns and no refunds on gift cards.'","With brands like Craftsman, Kenmore, & DieHard, Sears brings the good life to families across America. Redeemable at over 3,000 retail locations and online.'",,"{'thumb': 'https://m.media-amazon.com/images/I/51VQR5ZpwSL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51VQR5ZpwSL.jpg', 'variant': 'MAIN', 'hi res': None}",,Sears,"Gift Cards', 'Gift Card Categories', 'Automotive & Industrial'",B0176W9Q9U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Panda Express Gift Card,4.8,3074,"""Founded in 1973, with close to 1,500 locations in 42 states, the privately-held Panda Restaurant Group is the world's leader in Asian dining experiences."", 'Panda Express is best known for its wide variety of original recipes including their famous Orange Chicken(TM), Beijing Beef(TM), Honey Walnut Shrimp(TM), and Shanghai Angus Steak(TM).', 'Redeemable in store only.', 'No returns and no refunds on gift cards.'",,25,"{'thumb': 'https://m.media-amazon.com/images/I/51PMEF7gnhL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51PMEF7gnhL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/71Y-gCR2I7L. SL1500 .jpg'}",,Panda Express,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B00BXLVDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,QuickGifts Perkins Restaurant & Bakery Gift Card ($40),4.8,91,"Over 400 locations in the United States and Canada.', 'All-Day Breakfast!', 'Perkins gift cards are a delicious way to celebrate any occasion or to simply say, ""Thank you.""'","""At Perkins, we're famous for breakfast but we also take the same approach to lunch & dinner. So if you like our breakfast, you're going to love what we do!""",,"{'thumb': 'https://m.media-amazon.com/images/I/31BwfqmD3NL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31BwfqmD3NL.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51QsT0XTq-L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51QsT0XTq-L.jpg', 'variant': 'PT01', 'hi res': None}",,QuickGifts,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B078J2312Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Happy Birthday Swap,4.7,54,"Participating Merchants: AMC Theatres, Gap, Lowe’s, Outback Steakhouse, Subway, The Cheesecake Factory, Ulta Beauty.', 'Redemption: In-Store or Online', 'No returns and no refunds on gift cards.'","Make their birthday wishes come true! Let them choose the perfect gift from a great selection of restaurants, retailers, and entertainment.Exchange this HAPPY BIRTHDAY Choice Gift Card at redeem.giftcards.com for a choice of eGift(s) to spend at one or more of these brands: AMC Theatres, Gap, Lowe’s, Outback Steakhouse, Subway, The Cheesecake Factory, Ulta Beauty.'",25,"{'thumb': 'https://m.media-amazon.com/images/I/51wj8rGz1YL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51wj8rGz1YL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/71mgRkXjuaL. SL1500 .jpg'}",,Happy,"Gift Cards', 'Gift Card Categories', 'Specialty Cards'",B0BG2KMPD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Omaha Steaks Gift Card,4.8,902,"Omaha Steaks gift cards make the perfect gift for birthdays, weddings, holidays, corporate gifts and more.', 'Omaha Steaks Gift Cards are tasteful gifts for friends, family and business associates.', 'Shop online, by phone, mail or fax, as well as at any Omaha Steaks retail location.', 'Minimum purchase of $99.99 required for website or phone orders', 'No returns and no refunds on gift cards.'","Omaha Steaks gift cards make the perfect gift for birthdays, weddings, holidays, corporate gifts and more. Since 1917, our customers have been enjoying our legendary steaks, gourmet beef specialties, ocean-fresh seafood, perfect pork and poultry, decadent desserts and more! Omaha Steaks offers something sure to please everyone on your list!'",25,"{'thumb': 'https://m.media-amazon.com/images/I/51TdPfQrVHL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51TdPfQrVHL.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51e0kSL7WsL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51e0kSL7WsL.jpg', 'variant': 'BACK', 'hi res': 'https://m.media-amazon.com/images/I/61JMmhlvXbL. SL1003 .jpg'}",,Omaha Steaks,"Gift Cards', 'Gift Card Categories', 'Grocery, Gourmet & Floral'",B00BXLV932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software,Microsoft Office 365 Home | 12-month subscription with Auto-Renewal + $50 Amazon.com Gift Card,4.4,194,,,,"{'thumb': 'https://m.media-amazon.com/images/I/518V005+WwL. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/518V005+WwL. AC .jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51+AitPxQpL. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51+AitPxQpL. AC .jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81DuOPSEG0L. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/415lzv+BKDL. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/415lzv+BKDL. AC .jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71PazEJQlXL. AC SL1500 .jpg'}",,Amazon,"Gift Cards', 'Amazon Incentives Audible Brand Guidelines'",B081BN3MG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Staples Easy Button Gift Card,5,1,"Amazon.com Gift Cards cannot be used as a method of payment for this item.', 'Product cannot be shipped to freight forwarding companies.', 'Online Only', 'Redeemable in Staples U.S. retail stores.'","""Giving the perfect gift has never been easier! Whatever the season or reason, a Staples gift card makes a great gift. With thousands of options, there's something for everyone — digital cameras, GPS, laptops, printers and more.""",,"{'thumb': 'https://m.media-amazon.com/images/I/41UlyXwsd0L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41UlyXwsd0L.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/71UyuGYBhwL. SL1500 .jpg'}",,Staples,"Gift Cards', 'Gift Card Categories', 'Electronics & Office'",B00DJ9JLWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Hoss's Steak and Sea House Gift Card,3.6,20,"""Hoss's Steak and Sea House is 'Where your family wants to eat!'"", 'The Perfect Gift For Any Taste!', ""Over 35 Hoss's Steak and Sea House locations in PA or WV."", 'No returns and no refunds on gift cards.'","""The Perfect Gift For Any Taste! Our convenient Git Card comes programmed with the value of your gift purchase. Any remaining value on the card can be applied to another Hoss visit. It's a fresh taste and a fresh gift!""",,"{'thumb': 'https://m.media-amazon.com/images/I/51rSkwhktXL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51rSkwhktXL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/91lwR0YpFhL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Gddobh8QL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51Gddobh8QL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/918zSvaBT9L. SL1500 .jpg'}",,Hoss's Steak and Sea House,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B00BXLU87U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Claire's Gift Card,4.8,1925,"""Know a girl deserving of an amazing gift, but don't know what to get her? Don't fret! Give a special girl a stylish birthday, holiday, or just-because-day with a Claire's Gift Card. Cards are redeemable online and in stores."", ""Don't fret! Give a special girl a stylish birthday, holiday, or just-because-day with a Claire's Gift Card."", 'Cards are redeemable online and in stores.', 'No returns and no refunds on gift cards.'","""Claire’s is one of the world’s leading specialty retailers of fashionable jewelry and accessories for young women, teens, tweens and girls ages 3 to 35. Claire's has two brand names: Claire’s and Icing, and operates over 3,000 stores in 18 countries throughout North America and Europe.""",,"{'thumb': 'https://m.media-amazon.com/images/I/51oX+zCUv8L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51oX+zCUv8L.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41JBKLLVZQL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41JBKLLVZQL.jpg', 'variant': 'BACK', 'hi res': None}",,Claire's,"Gift Cards', 'Gift Card Categories', 'Clothing, Shoes & Accessories'",B00ELQD0DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,J.Crew Gift Card $100,4.8,185,"Redemption: Instore and Online', 'No returns and no refunds on gift cards.'","""J.Crew has been making classic, colorful clothing for women and men since 1983 - and for kids since 2008. They're an American brand, but they source fabrics from around the world: Japanese seersucker, Irish linen, and Italian wool. They side with style over fashion and think the best pieces (like the best people) only get better with time.""",100,"{'thumb': 'https://m.media-amazon.com/images/I/31-fknvZGXL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31-fknvZGXL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/61Y4qBGiX2L. SL1500 .jpg'}",,J.Crew Mercantile,"Gift Cards', 'Gift Card Categories', 'Clothing, Shoes & Accessories'",B07FHBM9DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Cabela's Gift Card $50,4.9,1127,"Redemption: Instore and Online', 'No returns and no refunds on gift cards.'",,,"{'thumb': 'https://m.media-amazon.com/images/I/513Gr9z+y0L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/513Gr9z+y0L.jpg', 'variant': 'MAIN', 'hi res': None}",,Cabela's,"Gift Cards', 'Gift Card Categories', 'Specialty Cards'",B07WP77L64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,"Amazon.com Gift Cards in Greeting Cards, Pack of 50 (Various Designs)",4.6,32,"Contains 50 Gift Cards affixed inside blank greeting cards with separate mailing envelopes', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon Gift Cards are the perfect way to give someone exactly what they're hoping for. Recipients can choose from millions of items storewide. Amazon Gift Cards never expire, so they can buy something immediately or wait for that sale of a lifetime.""",,"{'thumb': 'https://m.media-amazon.com/images/I/51N2+SeVbeL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51N2+SeVbeL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/91Biu-yAowL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51VSGJL4LAL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51VSGJL4LAL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81lGRWDzvLL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Rbxn7-kjL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31Rbxn7-kjL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71tRmFozftL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41E0AYuFYnL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41E0AYuFYnL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/81kCMWpC8HL. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Card Recipients', 'For Him'",B007EE5YMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Express Gift Card,4.8,1214,"With nearly 600 stores across America, Express is the must-have sophisticated fashion brand for work, the weekend, or going out.', ""It's what's new and what's now for young fashion-oriented women and men."", 'Redeemable for merchandise only in the U.S. at Express, Express Men stores, Express Last Hurrah, and online.', 'No returns and no refunds on gift cards.'","""With nearly 600 stores across America, Express is the must-have sophisticated fashion brand for work, the weekend, or going out. It's what's new and what's now for young fashion-oriented women and men. Express is a modern fashion for a fast life. Express exudes style, energy and confidence.""",25,"{'thumb': 'https://m.media-amazon.com/images/I/41ro1KgpCtL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41ro1KgpCtL.jpg', 'variant': 'MAIN', 'hi res': None}",,Express,"Gift Cards', 'Gift Card Categories', 'Clothing, Shoes & Accessories'",B00BXLTPEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,TurboTax Premier + State 2018 Tax Software PC Download Amazon Exclusive with $10 Amazon Gift Card,1.9,3,"TurboTax Premier is recommended if you sold stocks, bonds, mutual funds or options for an employee stock purchase plan, own rental property or you are the beneficiary of an estate or trust (received a K-1 form)', 'Keep more of your investment and rental income', 'Extra help for investment sales such as stocks, bonds, mutual funds, and employee stock plans', 'Coaches and double checks along the way; up to date with latest tax laws', 'Your TurboTax software download will be provided instantly, and your $10 Amazon.com gift card will be shipped to your mailbox. The bundle will create two orders with the cost split between them.'",,,"{'thumb': 'https://m.media-amazon.com/images/I/41fCOCNyRRL. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41fCOCNyRRL. AC .jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/71cUnBPW8VL. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51qYbSTuEPL. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51qYbSTuEPL. AC .jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/819Mtn5oZjL. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41dl4oMAx6L. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41dl4oMAx6L. AC .jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/819TuGF20ZL. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51f5n2RJUmL. AC SR38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51f5n2RJUmL. AC .jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/818rubGHitL. AC SL1500 .jpg'}",,Intuit,,B07LG1SSQF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toys & Games,Galaxy's Edge Batuuan Spira Gift Card,4.7,65,,The Batuuan Spira the ancient metal coin used on the planet Batuu. This is the same and authentic Batuuan Spira now delivered to you. This holds no currency but can always be recharged with credits. This new Silver Spira will come with a black and silver paper sleeve. Will work as a gift card anywhere that it is accepted in the Disney Parks.',17.99,"{'thumb': 'https://m.media-amazon.com/images/I/41jEOBSL55L. AC US40 .jpg', 'large': 'https://m.media-amazon.com/images/I/41jEOBSL55L. AC .jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81UpkucxHFL. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/416E-A2OufL. AC US40 .jpg', 'large': 'https://m.media-amazon.com/images/I/416E-A2OufL. AC .jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/815qGgxtyPL. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4132oWJk23L. AC US40 .jpg', 'large': 'https://m.media-amazon.com/images/I/4132oWJk23L. AC .jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/81aolQ-EYQL. AC SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41s3Yn0TqML. AC US40 .jpg', 'large': 'https://m.media-amazon.com/images/I/41s3Yn0TqML. AC .jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/91ot4SZPvfL. AC SL1500 .jpg'}",,Galaxy's Edge,"Gift Cards', 'Gift Card Categories', 'Specialty Cards'",B08XZPYN21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card in a Ornament Tin (Merry Christmas Card Design),4.9,4463,"Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside a tin Gift Box.""",,"{'thumb': 'https://m.media-amazon.com/images/I/41OWRwW+h6L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41OWRwW+h6L.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81vP-7hl6ML. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Egpce-qKL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41Egpce-qKL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81rpjT7d5oL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qcmAgRXIL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41qcmAgRXIL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/81B2ce6NH7L. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Haxb5g6bL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41Haxb5g6bL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/91VmvHebklL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51vuVjEs4PL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51vuVjEs4PL.jpg', 'variant': 'PT04', 'hi res': 'https://m.media-amazon.com/images/I/91X316BDBvL. SL1500 .jpg'}","{'title': 'Amazon Gift Cards', 'url': 'https://www.amazon.com/vdp/4a59d111c4db4d3c91234a77543b21c8?ref=dp vse rvc 0', 'user id': ''}",Amazon,"Gift Cards', 'Gift Card Recipients', 'For Him'",B00CHQ7I2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Cards,4.7,924,"Amazon.com Gift cards never expire and carry no fees Gift cards ship for free', 'Single physical Amazon.com Gift card Gift card is attached to a folded greeting card and is packed in an individual 5x7 inch envelope Envelope is delivered sealed', 'Add a personal message to the recipient with a free gift note Just click ""Show gift options during checkout"" when you add the Gift card to your Shopping Cart You will be prompted to add your message during Checkout', 'For Amazon.com Gift card restrictions and use, please read our Terms and Conditions below', 'Sold by: ACI Gift cards, Inc'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for--even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items storewide, and never expire.""",,"{'thumb': 'https://m.media-amazon.com/images/I/31OIa5oP3ML. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31OIa5oP3ML.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31T+QmXRSBL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31T+QmXRSBL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/71iu2kvqj9L. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/317ZQtCvFzL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/317ZQtCvFzL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/71prFkWJVRL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41y0NUBr8BL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41y0NUBr8BL.jpg', 'variant': 'PT04', 'hi res': 'https://m.media-amazon.com/images/I/817R9bon0QL. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Cards'",B001H53QDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Krispy Kreme Gift Card,4.9,1134,"Krispy Kreme gift cards can be redeemed at US participating locations.', 'Krispy Kreme gift cards cannot be redeemed at grocery stores, convenience stores, or other locations that are not Krispy Kreme retail stores.', 'Only good at participating Krispy Kreme retail stores in the United States.', 'Redemption: Instore Only', 'No returns and no refunds on gift cards.'","Krispy Kreme is a global retailer of premium sweet treats, including its signature hot Original Glazed doughnut.'",25,"{'thumb': 'https://m.media-amazon.com/images/I/51GiE4+Z5aL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51GiE4+Z5aL.jpg', 'variant': 'MAIN', 'hi res': None}",,Krispy Kreme,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B01GKWEEQM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Microsoft Office 365 Home | 12-month subscription PC/Mac Download + $50 Amazon.com Gift Card,4.2,3,,,,"{'thumb': 'https://m.media-amazon.com/images/I/41Sdp7YzhHL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41Sdp7YzhHL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/61l4XJTj2EL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31nfNbf9WIL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31nfNbf9WIL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/71ZCcTSCbpL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41t1+7kogeL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41t1+7kogeL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71Q7i8sR11L. SL1500 .jpg'}",,Microsoft,"Gift Cards', 'Amazon Incentives Audible Brand Guidelines'",B07RT22235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
